Price,adj_close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
date,,,,,
2018-01-02,237.9092254638672,237.94464013932716,236.69653621081676,237.0860166004292,86655700
2018-01-03,239.4139862060547,239.5644782837666,238.07735938767658,238.07735938767658,90070400
2018-01-04,240.42306518554688,240.90992905381995,239.47594572233194,240.06016615617438,80636400
2018-01-05,242.02517700195312,242.1490877706784,240.72396535627453,241.2196624581077,83524000
2018-01-08,242.46780395507812,242.62712940296544,241.63573504259494,241.92783169705507,57319200
2018-01-09,243.01663208007812,243.64510052492588,242.60943099098998,242.892694266841,57254000
2018-01-10,242.64483642578125,242.91040586684394,241.5826397019457,242.25535618966668,69574300
2018-01-11,244.4151153564453,244.4151153564453,243.0342411351574,243.2024269581892,62361500
2018-01-12,246.00851440429688,246.17667325756935,244.37976421968455,244.6807483069395,90816100
2018-01-16,245.1676025390625,247.9293518961884,244.46830478085678,247.27432921913152,106555100
2018-01-17,247.50440979003906,247.89388995981733,245.16755578483654,246.10584155381133,113258800
2018-01-18,247.08843994140625,247.8142649013144,246.59271572988834,247.3893970249723,100728000
2018-01-19,248.212646484375,248.212646484375,247.0884806915261,247.67267411784235,140920100
2018-01-22,250.2307586669922,250.2307586669922,247.94698623715811,248.00012172448376,91322400
2018-01-23,250.761962890625,251.05405960456807,249.94758763535432,250.27509901608545,97084700
2018-01-24,250.6646270751953,252.01011453477028,249.47849213979384,251.4081731385747,134816100
2018-01-25,250.770751953125,251.62937512994256,249.97409767885958,251.5320185803358,84587300
2018-01-26,253.67413330078125,253.71840837989234,251.35497278104543,251.6116817967824,107743100
2018-01-29,251.99232482910156,253.54138545786572,251.83299936194803,253.09879670679024,90118300
2018-01-30,249.40768432617188,252.04549665683726,248.92968079111614,250.15123037321396,131796400
2018-01-31,249.53155517578125,250.77079838894227,248.4516374442818,250.266267697014,108364800
2018-02-01,249.2482147216797,250.55828686352945,248.45156054646696,248.79679266335748,90102500
2018-02-02,243.82215881347656,248.05330628069092,243.7867441488858,247.92050804184404,173174800
2018-02-05,233.6249542236328,244.17628476081987,233.07614834748617,242.05186358943774,294681800
2018-02-06,238.22776794433594,238.73232548194565,228.99537530974635,230.09298650303026,355026800
2018-02-07,236.93544006347656,241.08689710353673,236.85575032780218,237.6701253994551,167376100
2018-02-08,228.0482635498047,237.37804114136617,228.0128488891531,237.236409512231,246449500
2018-02-09,231.4739227294922,233.34163434030648,223.879097946087,230.85428765675775,283565300
2018-02-12,234.87306213378906,236.35132086971302,231.61561448051484,233.53643508020068,143736000
2018-02-13,235.45721435546875,236.0060200818107,233.07608472590888,233.6603051159265,81223600
2018-02-14,238.6349639892578,238.9978899526541,233.9523681371547,233.9612285551669,120735700
2018-02-15,241.679931640625,241.68879205699977,237.90906809615095,240.38758048274215,111200300
2018-02-16,241.7507781982422,243.70703963275955,241.00723245015345,241.05150752666998,160420100
2018-02-20,240.23712158203125,242.24649140659542,239.440467388976,240.79478762121042,86369700
2018-02-21,239.04217529296875,243.17596614234594,238.94481873353052,240.6797590858948,98883700
2018-02-22,239.3520050048828,241.69772011838631,238.67928843355122,239.97164009757057,110511300
2018-02-23,243.1671142578125,243.1671142578125,240.10440753560135,240.5824109705972,92766400
2018-02-26,245.99081420898438,246.0881977779667,243.65395972855282,244.2470135075926,86491400
2018-02-27,242.91928100585938,246.89374677809894,242.85731209095127,246.1767280734754,99099200
2018-02-28,240.4584197998047,244.477132500404,240.13976892282074,244.02568341120804,121907800
2018-03-01,236.9620819091797,241.80400502534727,235.45726900861993,240.2460836236835,176855100
2018-03-02,238.1835479736328,238.75007453572258,234.41271022193197,235.28016687660613,139083200
2018-03-05,240.93650817871094,241.5561433428676,236.88237938952693,236.98862339949414,97307400
2018-03-06,241.54722595214844,241.99867509422876,240.04241348752856,241.91898535217894,79213200
2018-03-07,241.45875549316406,241.81282114637247,239.17500906851376,239.36974922980005,87063500
2018-03-08,242.62718200683594,242.75109282201214,241.14009014386463,242.14031812588533,66901200
2018-03-09,246.84938049316406,246.84938049316406,243.7247058165468,244.04338368014314,113625300
2018-03-12,246.5396270751953,247.77003676416746,246.15014681490726,247.1415683042145,71924800
2018-03-13,244.94630432128906,248.21261126322244,244.33552972151472,247.70805363497897,91968900
2018-03-14,243.68939208984375,246.09707633738265,243.13175287116132,245.91119659782183,105895100
2018-03-15,243.4237823486328,244.84890498064456,242.91922475289553,244.20274277430366,83433000
2018-03-16,243.68777465820312,244.74535683863414,243.63445346605235,243.954380618957,100343700
2018-03-19,240.3905487060547,243.86545705649945,238.7286419127244,242.932309247711,109208400
2018-03-20,240.7993927001953,241.43927403947436,240.1150589591412,240.79049679550818,59757300
2018-03-21,240.33731079101562,242.86128039864445,240.12402598863446,240.75501161012448,78709600
2018-03-22,234.3295135498047,238.95085506648576,234.05398457579776,238.09768891476452,148785900
2018-03-23,229.33489990234375,235.10272912118262,229.13937980811755,234.77390603581736,183534800
2018-03-26,235.60919189453125,235.89358958313406,230.54349028436835,232.96081639417957,141956100
2018-03-27,231.6011505126953,237.0845546077368,230.0369898178164,236.55134266326948,129941400
2018-03-28,230.91677856445312,233.41411399361385,229.80587532725002,231.73441528056546,146452300
2018-03-29,233.86737060546875,235.74258958588737,230.92570066933587,232.06326462842958,111601600
2018-04-02,228.81944274902344,233.8496166635803,226.33101638882164,233.3341422912118,186286300
2018-04-03,231.75216674804688,232.23208451320636,228.25949367872175,230.06359934815626,119956900
2018-04-04,234.23182678222656,234.942794318599,228.04632242643297,228.17962544929367,123715300
2018-04-05,236.08030700683594,236.96902969162903,234.9071865537097,236.00029809814026,82652600
2018-04-06,230.8190460205078,235.6092469649989,229.29044198904765,234.107330649636,179521200
2018-04-09,231.95663452148438,235.3693265793845,231.0145905893296,232.28545759494108,105442900
2018-04-10,235.644775390625,236.4357514673859,233.71626267240524,234.86269521817,103529000
2018-04-11,234.40948486328125,236.08028771361523,234.0806618362465,234.15174771168842,91140200
2018-04-12,236.33798217773438,237.2889218193173,235.56479789554152,235.74255325493158,68890500
2018-04-13,235.644775390625,237.76883527361798,234.63164580115154,237.653297004279,85079200
2018-04-16,237.5821990966797,238.3554105355776,236.46242707108152,237.28893257422,63405300
2018-04-17,240.1239776611328,240.7283025606984,238.84421486107436,239.3596620703125,64682000
2018-04-18,240.3017578125,241.1104716493528,239.83960462382296,240.56836378930137,57303900
2018-04-19,238.96861267089844,239.8484392913687,237.9287953835307,239.64402334690246,77655900
2018-04-20,236.94235229492188,239.11973381617202,236.05362957141818,238.89755313529608,99953100
2018-04-23,236.9068145751953,238.0799350381296,235.82257180581618,237.5200354025626,65558000
2018-04-24,233.71632385253906,238.15993770318815,232.20548429465177,237.9377570106557,112885500
2018-04-25,234.29393005371094,234.73829132844114,231.8232824510774,233.65404873323305,103840900
2018-04-26,236.6757354736328,237.51113696515168,234.8805254182752,235.3248867596506,67731900
2018-04-27,236.89788818359375,237.59109070945507,235.9558444207991,237.2889282875833,57053600
2018-04-30,235.07606506347656,238.0799523207147,235.00495205480453,237.52005264450372,82182300
2018-05-01,235.49374389648438,235.6003862778874,232.94308704016507,234.50724762517913,74203400
2018-05-02,233.91184997558594,236.1158651444467,233.520809776917,235.2982553629878,86368900
2018-05-03,233.39637756347656,234.05402375701337,230.22363065600697,233.0764503736481,136311500
2018-05-04,236.41796875,237.10230248804325,232.08989416546675,232.41871717751638,91222100
2018-05-07,237.21783447265625,238.19540757823955,236.49794425676743,237.19117388107964,55304900
2018-05-08,237.21783447265625,237.58218685031707,235.64477820465518,236.84455906892353,67499200
2018-05-09,239.5107421875,239.83956521207637,237.36891745359867,237.89326053625578,59666100
2018-05-10,241.7503204345703,242.07917059039139,240.15063054668255,240.25727292298677,72063900
2018-05-11,242.48800659179688,242.7546125668441,241.35931134687678,241.87478572752246,59871500
2018-05-14,242.6035614013672,243.58113479085745,242.05253047931987,242.92348859320015,54790600
2018-05-15,240.9326934814453,241.38592354815603,239.9817538249908,241.3681588606032,87036100
2018-05-16,241.94583129882812,242.40798440745698,240.9415704240447,240.96825813876833,53942600
2018-05-17,241.7415313720703,242.82577442482668,240.95945085904327,241.67931425815422,56536400
2018-05-18,241.13705444335938,241.75917101738926,240.78157088176684,241.39479155221832,64368000
2018-05-21,242.95013427734375,243.49226925911267,242.23916692469527,242.63020710515173,58025900
2018-05-22,242.274658203125,243.73217630498726,241.94583517619947,243.47443915348006,52966400
2018-05-23,242.9412384033203,242.96792612267254,240.8349698211104,240.99496052889378,64694200
2018-05-24,242.4435272216797,242.81680266690321,240.64831723876975,242.54130081610177,76043800
2018-05-25,241.86587524414062,242.49686076150076,241.35929680041602,241.86587524414062,56374800
2018-05-29,239.08421325683594,240.99498909696504,237.96444089960815,240.23067333657954,115908600
2018-05-30,242.274658203125,242.71901950905934,240.32838063506136,240.3994665104797,69678400
2018-05-31,240.79054260253906,242.168052008065,240.18621764538352,241.86588952948722,93519900
2018-06-01,243.15451049804688,243.45667292957708,242.02581543022873,242.09692842686027,71258400
2018-06-04,244.3098602294922,244.56759740173055,243.7410918154113,243.9810371761177,45385200
2018-06-05,244.48765563964844,244.8697999468515,243.67001870357677,244.44320322520517,51135000
2018-06-06,246.53172302246094,246.63836542925768,244.4787753266138,245.10089219515478,62732200
2018-06-07,246.50502014160156,247.31376108332609,245.589636811371,247.02049451493454,72969400
2018-06-08,247.23377990722656,247.28710110161228,245.87403520706007,246.0428946965033,72139700
2018-06-11,247.56260681152344,248.28247006853778,247.34042612425563,247.45596442110144,58892500
2018-06-12,247.8825225830078,248.24687498643988,247.23374531320746,247.980269051816,72329000
2018-06-13,247.09153747558594,248.38019606338864,246.88712151868336,248.12245892149596,79070600
2018-06-14,247.71368408203125,248.2468959964065,247.11822794876022,247.96252534929437,77097600
2018-06-15,247.39759826660156,247.7368336206988,245.8085699580222,246.92446138942464,120041600
2018-06-18,246.8887939453125,247.01378688714274,245.45153857495595,245.9335841531478,52917600
2018-06-19,245.94248962402344,246.16566792676755,244.18384350866194,244.6034198075587,97531500
2018-06-20,246.3620147705078,247.03154953972395,246.0227794618213,246.62981778081846,53785500
2018-06-21,244.81773376464844,246.37107373097706,244.31781639996547,246.3532020257328,71061400
2018-06-22,245.2640380859375,246.2014033769867,245.04085976570397,246.0853462915137,54898500
2018-06-25,241.92535400390625,244.26425897148593,240.22920383411937,244.1035770829011,137854200
2018-06-26,242.46090698242188,243.31790401358137,241.73781148059285,242.49662313805814,68547400
2018-06-27,240.4523468017578,244.48740134501955,240.3005735448052,243.05014592520388,105110700
